OBJECTID,NOMBRE,DIRECCION,SUPERFICIE,PROPIEDAD_TERRENO,DETALLE_PROPIEDAD,ROL,USO_AREA_VERDE,DETALLE_USO_AREA_VERDE,AGNO_APERTURA,COSTO_CONSTRUCCION,FUENTE_FINANCIAMIENTO,DETALLE_FUENTE_FINANCIAMIENTO,ADMINISTRACION,DETALLE_ADMINISTRACION,COSTO_ANUAL_MANTENCION,SUMINISTRO_RIEGO,DETALLE_RIEGO,CONEXION_RED_AGUA,BAÑOS_ASISTENTES,BAÑOS_TRABAJADORES,NIVEL_CONSOLIDACION,TIPO_ACCESO_PUBLICO,COSTO_INGRESO,JUEGOS_INFANTILES,CANCHA_FUTBOL,MULTICANCHA,MAQUINAS_EJERCICIOS,ZONA_PICNIC,OTROS_EQUIPAMIENTOS,ESTACIONAMIENTOS_DISCAPACITADOS,BAÑO_DISCAPACITADOS,RUTA_ACCESIBLE,JUEGOS_ACCESIBLES,OBSERVACIONES,Capa,Programa,COM,REGION,PROVINCIA,Shape_Length,Shape_Area
267,PARQUE ORIENTE PUELMAPU,AVENIDA COSTANERA SIN NUMERO,23937.08276794,B.N.U.P, , ,No,ZEQ3 / ZTP,2017,923742555,MINVU, ,MUNICIPAL, ,5000000,OTRO,puntera,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,Sí,No,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08207,08,082,0.00975014040329744,2.45937091095308e-06
268,PLAZA DE ARMAS,AVENIDA SANTA MARIA INTERSECTA CON CALLE ERNESTO RIQUELME,18229.66705332,B.N.U.P,NO HAY REGISTRO,No hay registro,Sí, ,2016,0,MINVU, ,MUNICIPAL, ,0,POZO, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,"SKATEPARK, QUIOSCOS.",Sí,Sí,Sí,Sí,"PLAZA FUE AFECTA A UN MEJORAMIENTO PRU - MINVU, INAUGURADA EL AÑO 2016, SU CONSTRUCCIÓN DATA DEL AÑO 1860",Catastro Nacional de Parques Urbanos,Parques Urbanos,16106,08,161,0.00549571326282793,1.83685361860172e-06
269,PLAZA DE ARMAS ISABEL RIQUELME,LOS CARRERA ESQUINA CALIXTO PADILLA,14148.56569053,B.N.U.P,NO,NO,Sí,NO,1980,0,MIXTO,GORE - MUNICIPAL,MUNICIPAL,NO,0,CANAL,NO,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,"SENDEROS PIEDRA LAJA, ESCULTURAS AVES, ODEÓN, BARCO SHARK ENDESA, ESCULTURA ARTURO PRAT Y BERNARDO O´HIGGINS, OFICINA TURISMO, CASETA BODEGA, BASUREROS, BANCOS, LUMINARIAS LED, ESQUINA PILETA ESQUINA, ARBORIZACIÓN,",No,No,Sí,Sí,2 TRABAJADORES,Catastro Nacional de Parques Urbanos,Parques Urbanos,08302,08,083,0.00485640144497302,1.43759887007875e-06
270,"PARQUE URBANO LAGUNA LA SEÑORAZA, LAJA",COSTANERA NORTE Y SUR,21706.02778177,B.N.U.P, , , , ,0,2010,GORE, , , ,0,CANAL, ,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,Sí,Sí,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08304,08,083,0.0301866820352681,2.2012085218413e-06
271,PLAZA DE ARMAS DE EL CARMEN,BAQUEDANO,17680.91680562,B.N.U.P, ,22,No,ZONA ESPACIO PÚBLICO - ZEP,2016,0, , ,MUNICIPAL, ,0,POZO, ,Sí,CONSTRUIDOS,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,No,"SKATEPARK, JUEGOS DE AGUA, ESCENARIO",Sí,Sí,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16104,08,161,0.00531884328842242,1.78574803003691e-06
272,CANCHA CHACABUCO,BAQUEDANO,42615.52529421,MUNICIPAL, ,131-4,No,ZER - ZONA DE EXTENSIÓN RESIDENCIAL,2017,0, , ,MUNICIPAL,-,0,POZO,-,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,No,Sí,No,No,No,NO,Sí,Sí,Sí,No,EL POZO PARA RIEGO ESTÁ SECO,Catastro Nacional de Parques Urbanos,Parques Urbanos,16104,08,161,0.0101327834202969,4.30392578432105e-06
273,PARQUE COSTANERA RIO VERGARA Y FUERTE DE NACIMIENTO,"LASTRA, O´HIGGINS, OVALLE, FREIRE",23799.99934251,FISCAL, , ,Sí, ,0,0,MIXTO,"Municipal, SERVIU",MUNICIPAL, ,0,MIXTO,Medidor Agua Potable / Camión Aljibe,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,Sí, ,Sí,No,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08306,08,083,0.00710043538360181,2.42083183185708e-06
274,PARQUE URBANO VILLA ALEGRE,O'HIGGINS N°1700,25602.55035263,MUNICIPAL, ,201-20,Sí, ,2016,0,MUNICIPAL, ,MUNICIPAL, ,5960000,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,Sí,Sí,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08313,08,083,0.00926994192787236,2.59038759238543e-06
275,PLAZA DE ARMAS COELEMU,PLAZA DE ARMAS,13373.92118122,B.N.U.P, , ,Sí, ,0,580602620,MINVU, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,"ODEON, BAÑOS PUBLICOS, OFICINA DE TURISMO",No,Sí,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16203,08,162,0.00467365052609952,1.34244707437083e-06
276,PARQUE CERRO LA VIRGEN I ETAPA,CAMINO A RERE S/N,34315.02690983,MUNICIPAL, , ,Sí, ,2017,0,MINVU, ,MUNICIPAL, ,27000000,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,PORTATILES,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No, ,No,Sí,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08313,08,083,0.00926529013938832,3.47241671752156e-06
277,PARQUE CERRO AMARILLO,SIN ROL,22174.70091103,B.N.U.P, ,SIN ROL,No,IPT NO DEFINE USO DE SUELO ÁREA VERDE,1998,0,OTRO,SERVIU,MUNICIPAL, ,69658344,OTRO,PUNTERA,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,Sí,Sí,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08112,08,081,0.00669284380325531,2.23295769657552e-06
278,PARQUE ESPERANZA JOVEN DE PEÑUELAS 2,SIN DIRECCION,6778.59492968,B.N.U.P, ,SIN ROL,No,IPT NO DEFINE USO DE SUELO ÁREA VERDE,2006,10000000,MIXTO,MUNICIPAL y ESSBIO,MUNICIPAL, ,23949435,OTRO,PUNTERA,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,"4O ESCAÑOS, 8 JARDINERAS CIRCULARES",No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08112,08,081,0.00758675769371316,6.82750868987982e-07
279,PLAZA DE ARMAS ARTURO PRAT,IGNACIO SERRANO - NOGUEIRA,6909.34527765,B.N.U.P, , ,Sí, ,2015,0,MINVU, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,No,No,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08111,08,081,0.00355145704218996,6.94428897970308e-07
280,COMPLEJO DEPORTIVO QUILAMAPU,CALLE QUINTA AGRÍCOLA,21198.41247742, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16101,08,161,0.0105041437896812,2.13241176042668e-06
281,PLAZA PEDRO LAGOS MARCHANT,INTERSECCION DE LAS CALLES ISABEL RIQUELME Y GAMERO,18165.02667273,B.N.U.P, , ,Sí, ,1835,0,MUNICIPAL, , , ,0,POZO, , , ,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,Sí, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16101,08,161,0.00543909700109399,1.82756615731063e-06
282, , ,9392.321057, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16101,08,161,0.00799892907943748,9.4501488344005e-07
283,PARQUE CAMPUS LA CASTILLA,AVENIDA LA CASTILLA SIN NÚMERO,23186.61371886, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16101,08,161,0.00758839157101985,2.332956153868e-06
284,PARQUE DE MITIGACIÓN DICHATO, ,37052.99919208,B.N.U.P, , ,No,ZONA RESIDENCIAL 1,0,0, , ,MUNICIPAL, ,0, , , , , ,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,Sí,Sí,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08111,08,081,0.0307201632618946,3.72078847983106e-06
285,PLAZA VICTORIA,INTERSECCION AVENIDA O'HIGGINS CON CALLE ARTURO PRAT,16821.31280948,B.N.U.P, , ,Sí, ,0,0, , , , ,0,POZO, ,No,NO HAY,NO HAY, , ,0,No,No,No,No,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16101,08,161,0.00523653511421047,1.69246366315628e-06
286,PLAZA DE ARMAS,INTESERCCION AVENIDA LIBERTAD CON CALLE 18 DE SEPTIEMBRE,17819.15676589,B.N.U.P, , ,Sí, ,1835,0,MUNICIPAL, ,MUNICIPAL, ,0,POZO, ,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,, , , ,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16101,08,161,0.00539120223259972,1.79281519006579e-06
287,PARQUE MONUMENTAL BERNARDO O´HIGGINS,AVDA. O´HIGGINS S/N,31019.78956116,MUNICIPAL,PÚBLICO, ,Sí, ,1974,800000000,MINVU, ,MUNICIPAL, ,131000000,MIXTO,Mixto,Sí, ,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,"JUEGOS DE AGUA, BIBLIOTECA",No,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16103,08,161,0.00784561150871314,3.12142758672477e-06
288,PARQUE EDUARDO FREI,AVENIDA REINO DE CHILE S/N,5376.75248291,B.N.U.P, , ,No, ,1998,1998,MINVU, ,MUNICIPAL, ,5000000,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,Sí,No,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16103,08,161,0.00382245484549908,5.41116931813194e-07
289,MIRADOR DE LIRQUÉN, ,8980.13216166, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08107,08,081,0.00374603050470628,9.03531101817896e-07
290,COSTANERA PAATONAL DE PENCO, ,7707.11310733, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08107,08,081,0.00816476712129025,7.75740493105953e-07
291, , ,15718.23004669, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00650488630440126,1.58338274210973e-06
292, , ,13101.15497597, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00587650709706567,1.31995243067333e-06
293, , ,5067.09249965, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00619280966353418,5.10597261491361e-07
294, , ,11088.97977891, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.0145560584204981,1.11709725990557e-06
295, , ,11119.23851163, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00584455489844047,1.12022922565495e-06
296, , ,68231.62505835, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.0111174817995478,6.87374756190604e-06
297, , ,15087.53782808, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.0169327003268667,1.52018965937309e-06
298, , ,29053.60870404, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00940156986738045,2.92764247084794e-06
299, , ,14464.58103508, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00728582543218955,1.4575180435221e-06
300, , ,7757.1296144, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00389797993235726,7.81650768576239e-07
301,PLAZA TRIBUNALES,O´HIGGINS/CASTELLON/BARROS ARANA/TUCAPEL,12422.72078974,MUNICIPAL, , , , ,0,0,MUNICIPAL, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO,No,No,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00452127283562201,1.25173333672418e-06
302,PLAZA CRUZ,PRIETO/SALAS/ANGOL/CRUZ,14126.80423652,MUNICIPAL, , , , ,0,0,MUNICIPAL, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,No,Sí,No,NO,No,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00482618250732862,1.42332289949539e-06
303,PLAZA CONDELL,JANEQUEO/ROZAS/LAUTARO/HERAS,12875.53515653,MUNICIPAL, , , , ,0,0,MUNICIPAL, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,No,ODEON,No,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00459274262131395,1.29723443702639e-06
304,PARQUE LAGUNA TRES PASCUALAS,PAICAVI/PRIETO,9615.39105429,MUNICIPAL, , , , ,0,0,MUNICIPAL, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,"QUIOSCO, PERGOLA",No,No,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00403078698603442,9.68724244746559e-07
305,PARQUE LAGUNA LO CUSTODIO,LIENTUR/EJERCITO,8884.29085113,MUNICIPAL, , , , ,0,0,MUNICIPAL, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,No, ,No,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00384891348023229,8.94986915902449e-07
306,PLAZA FCO. LASSO DE LA VEGA,GARCIA HURTADO DE MENDOZA/A. GARCIA DE RAMON,5518.5890284,MUNICIPAL, , , , ,0,0,MUNICIPAL, , , ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No, , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00284208162307366,5.55810576275533e-07
307,PLAZA BÉLGICA,SAN VICENTE DE PAUL/SANTA MARÍA,9125.72281497,MUNICIPAL, , , , ,0,0,MUNICIPAL, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,"SKATE PARK, PERGOLA",No,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00471105643253071,9.18940513028656e-07
308,"LOTEO LOMAS DE BERLLAVISTA, ETAPA V, AV. 4",AL LADO DEL CONDOMINIO MATEO DE TORO Y ZAMBRANO,6982.04220437,MUNICIPAL, , , , ,0,0,MUNICIPAL, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.00458054793042518,7.03193379212039e-07
309,PARQUE SAN ANDRÉS,CARDENIO SANDAVAL - CALLE ISABLE RIQUELME,7360.10426125,MUNICIPAL, , , , ,0,311863,MINVU,Fondo Concursable Espacios Publicos,MUNICIPAL, ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16104,08,161,0.00409378127725429,7.43369746053871e-07
310,BALNEARIO MUNICIPAL, ,10771.90110146, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16104,08,161,0.00619281844011462,1.0878686107041e-06
311,PARQUE ECUADOR,PEDRO DE VALDIVIA/VICTOR LAMAS/TUCAPEL/DR WHILER,80764.72273744,MUNICIPAL, , , , ,0,0,MUNICIPAL, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,PORTATILES,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,Sí,"SKATE PARK, QUIOSCO, MUSEO",Sí, ,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08101,08,081,0.031920529948444,8.13876133550466e-06
312,PLAZA DE ARMAS,RIQUELME ESQ LOS LEONES,6046.44781199,MUNICIPAL, , ,Sí, ,1913,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,No,Sí,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08205,08,082,0.00386276232347362,6.14161409063796e-07
313,PARQUE AVDA BERNARDO OHIGGINS,AVDA BERNARDO OHIGGINS,27530.37206439,MUNICIPAL, , ,Sí, ,2000,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,Sí,No,Sí,Sí, ,No,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08205,08,082,0.0182917101447415,2.79608506548786e-06
314,"PARQUE COMUNAL BALNEARIO MUNICIPAL, SECTOR PISCINA",TUCAPEL S/N°,127748.21006747,MIXTO,"FORESTAL ARAUCO, MUNICIPALIDAD",503-1,Sí,SI,2001,0,MUNICIPAL,0,MUNICIPAL,FORESTAL ARAUCO,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,REGULAR CONSOLIDACION,GRATUITO,0,Sí,Sí,No,No,Sí,QUISCO,Sí,Sí,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08205,08,082,0.0158326669702214,1.29781048340439e-05
315, , ,19345.28279106, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08301,08,083,0.00568670633361533,1.96786849578955e-06
316,PLAZA DE ARMAS,"ENTRE CAUPOLICAN, COLON, LAUTARO Y VALDIVIA",12207.47467595,MUNICIPAL,OTRO, , , ,0,0,MUNICIPAL, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,Sí,Sí,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08301,08,083,0.00459220430941763,1.24169637860204e-06
317,PLAZA DE ARMAS DE SAN IGNACIO,MANUEL JESÚS ORTIZ  #599,18876.28258999,B.N.U.P, , ,No,ZONA ESPACIO PUBLICO - ZEP,2009,0,GORE, ,MUNICIPAL, ,0,MIXTO,RIEGO DE POZO Y AGUA POTABLE,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16108,08,161,0.00556586449781408,1.90405295363516e-06
318,PARQUE LAGUNA GRANDE DE SAN PEDRO DE LA PAZ,CALLE LOS FRESNOS - RIBERA NORTE LAGUNA GRANDE,29205.66367913,SERVIU, ,12619-3, , ,0,251254,MINVU,Fondo Concursable Espacios Publico,MUNICIPAL, ,0, , , , , ,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,Sí, ,Sí, , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08108,08,081,0.00784421931294038,2.94333809402484e-06
319,PLAZA DE ARMAS ARAUCO,ENTRE LAS CALLES CAUPOLICAN-CHACABUCO / CONDELL Y ESMERALDA,13807.36873651,MUNICIPAL, , , , ,0,188350,MINVU,Fondo Concursable Espacios Publico,MUNICIPAL, ,0, , , , , ,CONSOLIDADO,GRATUITO,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08202,08,081,0.00475539441407051,1.39828295864286e-06
320,"PLAZA DE ARMAS, LOS ÁLAMOS","CALLE 18 DE SEPT., ENTRE LIBERTAD Y CARRERA PINTO",7416.39439846,MUNICIPAL, , , , ,0,0,MINVU,Fondo Concursable Espacios Publico,MUNICIPAL, ,0, , , , , ,CONSOLIDADO,GRATUITO,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08206,08,081,0.00345140096802351,7.5467660381209e-07
321,"PLAZA MONTE ÁGUILA, CABRERO",CALLE AHUAMDA ENTRE O'HIGGINS Y CAUPOLICÁN,15695.4220015,B.N.U.P., , ,Sí, ,2017,733037.288,MINVU,Fondo Concursable Espacios Publico,MUNICIPAL, ,70332720,OTRO,PUNTERA,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08303,08,083,0.00486033800958222,1.58830000910558e-06
322,"PLAZA DE ARMAS, SAN FABIÁN","CALLE 18 DE SEPT., ENTRE 21 DE MAYO Y CAUPOLICÁN",11797.48843053,MUNICIPAL, , , , ,0,816755.498,MINVU,REGENERACION URBANA,MUNICIPAL, ,0, , , , , ,CONSOLIDADO,GRATUITO,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16304,08,163,0.00421743349783198,1.18693946685914e-06
323,PLAZA  DE TUCAPEL,CALLE ESMERALDA ENTRE CALLE SAN DIEGO Y CALLE COMERCIO,12117.12551434,MUNICIPAL, , , , ,0,590846.676,MINVU,REGENERACION URBANA,MUNICIPAL, ,0, , , , , ,CONSOLIDADO,GRATUITO,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08312,08,081,0.00447173478717534,1.23022653530921e-06
324,PLAZA DE ARMAS DE SAN ROSENDO,CALLE ALMIRANTE LATORRE ENTRE EXEQUIEL VALLEJOS Y EJÉRCITO,7956.39948166,MUNICIPAL, ,SIN ROL,No, ,0,614506.293,MINVU,REGENERACION URBANA,MUNICIPAL, ,36000000,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,Sí,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08310,08,081,0.00365755061603493,8.0667711079464e-07
325,"PLAZA DE ARMAS, COMUNA DE SAN NICOLAS",CALLE O'HIGGINS ENTRE A. PRAT Y ESMERALDA,12276.50243469,MUNICIPAL, , , , ,0,599900.509,MINVU,REGENERACION URBANA,MUNICIPAL, ,0, , , , , ,CONSOLIDADO,GRATUITO,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16305,08,163,0.00447567004547714,1.23336676516738e-06
326,"PLAZA DE ARMAS, COMUNA DE PORTEZUELO",CALLE CATEDRAL Y O'HIGGINS ENTRE SAN MARTÍN Y BAQUEDANO,17167.83861366,MUNICIPAL, , , , ,0,737046.762,MINVU,REGENERACION URBANA,MUNICIPAL, ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16205,08,162,0.00527964262453128,1.72481465979046e-06
327,"PLAZA DE ARMAS, COMUNA DE ÑIQUEN",CALLE ERNESTO ZÚÑIGA ENTRE CALLE ESTADO Y CALLE SEMIRAMIS CARO,14091.29420595,MUNICIPAL, , , , ,0,653275.344,MINVU,REGENERACION URBANA,MUNICIPAL, ,0, , , , , ,CONSOLIDADO,GRATUITO,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16303,08,163,0.00478066106936834,1.41240514072704e-06
328,PLAZA DE ARMAS DE COIHUECO,"ENTRE CALLES PRAT, COMERCIO, BALMACEDA Y HERMOSILLA",18364.29849459,MUNICIPAL, , , , ,0,598392.957,MINVU,REGENERACION URBANA,MUNICIPAL, ,0, , , , , ,CONSOLIDADO,GRATUITO,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,16302,08,163,0.0054920135370648,1.84878114744986e-06
329,"PLAZA FERIA AV RICARDO VICUÑA, COMUNA LOS ANGELES",ENTRE CALLE ALCÁZAR Y CAMILO HENRÍQUEZ,6791.71310212, , , , , ,0,562477.821,MINVU,REGENERACION URBANA,MUNICIPAL, ,0, , , , , ,CONSOLIDADO,GRATUITO,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08301,08,081,0.00393682601848744,6.90828925808801e-07
330,"PARQUE EL CARBÓN, LEBU",AVDA. BOCA LEBU ENTRE CAMINO SECUNDARIO Y FIN PROYECTO,57668.47405321, , , , , ,0,1955625.367,MINVU,REGENERACION URBANA,MUNICIPAL, ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,08201,08,081,0.0114594026749944,5.86388184826461e-06
